Zonal winds (U), betab (β_b), and betae (β_e) 
Latitude is planetocentric and pressure unit is mbar
Unit of zonal winds (U) is m/s; Unit of betab and betae is 1e-12 1/(s*m) 
Meridional profile of zonal winds (U) is saved first
Then data of betab and betae is saved in each pressure level with varying latitude  

zonal winds (U) at 500 mbar
latitude    U
   66.63   87.00     12.969    20.837
   66.63   88.00      6.830    15.791
   66.63   89.00      0.691     7.117
   66.63   90.00      0.585     0.686

Pressure level 58.1849 mbar
pressure latitude     betab     betae
   58.18  -90.00     -1.135   -36.016
   58.18  -89.00     -1.029    -4.671
   58.18  -88.00      4.078     2.490
   58.18  -87.00      3.800     1.014
   58.18  -86.00      3.522     3.166
   58.18  -85.00      1.392     1.059
   58.18  -84.00      3.032     3.028
   58.18  -83.00     -3.214    -3.532
   58.18  -82.00     -2.785    -3.344
   58.18  -81.00     -1.717    -2.295
   58.18  -80.00     -2.825    -3.216
   58.18  -79.00     -2.017    -2.157
   58.18  -78.00     -1.876    -1.600
   58.18  -77.00     -1.058    -0.372
   58.18  -76.00     -1.885    -0.904
   58.18  -75.00     -3.508    -2.587
   58.18  -74.00     -3.873    -3.204
   58.18  -73.00      1.290     1.990
   58.18  -72.00      5.926     6.601
   58.18  -71.00     13.250    15.248
   58.18  -70.00     13.250    17.262
   58.18  -69.00      3.567     3.485
   58.18  -68.00     -1.218    -1.959
   58.18  -67.00      0.358    -1.071
   58.18  -66.00     -3.266    -5.341
   58.18  -65.00     -1.490    -4.008
   58.18  -64.00     -1.818    -4.496
   58.18  -63.00     -0.269    -2.771
   58.18  -62.00      0.987    -1.196
   58.18  -61.00     -1.951    -3.786
   58.18  -60.00     -4.581    -5.737
   58.18  -59.00     -3.240    -3.275
   58.18  -58.00     -1.138     0.171
   58.18  -57.00      8.257    10.880
   58.18  -56.00     13.250    25.386
   58.18  -55.00     13.250    20.189
   58.18  -54.00      8.415    11.361
   58.18  -53.00      8.070     9.937
   58.18  -52.00      3.281     3.744
   58.18  -51.00     -0.454    -1.540
   58.18  -50.00     -1.838    -4.009
   58.18  -49.00     -2.540    -5.086
   58.18  -48.00     -3.042    -5.334
   58.18  -47.00     -3.034    -4.617
   58.18  -46.00      0.167    -0.437
   58.18  -45.00      5.851     6.260
   58.18  -44.00     12.099    13.261
   58.18  -43.00     13.250    18.293
   58.18  -42.00     13.250    17.489
   58.18  -41.00      8.600     9.555
   58.18  -40.00      0.894     1.171
   58.18  -39.00      1.597     1.064
   58.18  -38.00     -0.297    -1.093
   58.18  -37.00      0.153    -0.606
   58.18  -36.00     -0.184    -0.963
   58.18  -35.00      0.024    -0.706
   58.18  -34.00     -0.390    -1.013
   58.18  -33.00      1.374     0.955
   58.18  -32.00      3.987     3.984
   58.18  -31.00      6.620     7.006
   58.18  -30.00      7.415     8.067
   58.18  -29.00      6.383     7.326
   58.18  -28.00      8.809     9.871
   58.18  -27.00      6.293     7.154
   58.18  -26.00      0.293     0.713
   58.18  -25.00     -0.243    -0.202
   58.18  -24.00      2.223     2.214
   58.18  -23.00      4.130     4.264
   58.18  -22.00      5.251     5.565
   58.18  -21.00      3.968     4.437
   58.18  -20.00      4.252     4.848
   58.18  -19.00      5.102     5.765
   58.18  -18.00      7.739     8.331
   58.18  -17.00      9.223     9.655
   58.18  -16.00      9.567     9.690
   58.18  -15.00      5.856     5.648
   58.18  -14.00      6.185     5.735
   58.18  -13.00      5.724     5.109
   58.18  -12.00      6.384     5.727
   58.18  -11.00      6.327     5.764
   58.18  -10.00      6.251     5.899
   58.18   -9.00      7.494     7.413
   58.18   -8.00      8.336     8.412
   58.18   -7.00      5.652     5.715
   58.18   -6.00     -0.823    -0.899
   58.18   -5.00     -2.376    -2.584
   58.18   -4.00     -4.601    -4.854
   58.18   -3.00     -3.509    -3.703
   58.18   -2.00     11.747    11.661
   58.18   -1.00     13.250    28.704
   58.18    0.00     13.023    13.023
   58.18    1.00     13.250    18.178
   58.18    2.00      8.515     8.490
   58.18    3.00     -5.368    -5.393
   58.18    4.00    -13.250   -13.229
   58.18    5.00      7.797     7.991
   58.18    6.00      1.314     1.629
   58.18    7.00      6.907     7.366
   58.18    8.00      8.977     9.484
   58.18    9.00      7.734     8.209
   58.18   10.00      9.601     9.964
   58.18   11.00     10.833    11.070
   58.18   12.00      8.803     8.904
   58.18   13.00      8.716     8.660
   58.18   14.00      8.063     7.973
   58.18   15.00      4.903     4.887
   58.18   16.00      6.846     6.945
   58.18   17.00      6.321     6.584
   58.18   18.00      5.006     5.451
   58.18   19.00      4.425     5.142
   58.18   20.00      4.303     5.278
   58.18   21.00      3.682     4.796
   58.18   22.00      3.069     4.184
   58.18   23.00      3.503     4.476
   58.18   24.00      3.287     4.059
   58.18   25.00      2.821     3.439
   58.18   26.00      2.591     3.244
   58.18   27.00      5.431     6.356
   58.18   28.00      5.711     7.011
   58.18   29.00      5.850     7.493
   58.18   30.00      8.695    10.597
   58.18   31.00      5.651     7.694
   58.18   32.00      2.181     4.235
   58.18   33.00      1.521     3.410
   58.18   34.00     -0.578     0.734
   58.18   35.00     -0.692    -0.202
   58.18   36.00     -1.205    -1.315
   58.18   37.00     -1.671    -2.118
   58.18   38.00     -0.477    -1.172
   58.18   39.00      3.300     2.515
   58.18   40.00      9.358     9.017
   58.18   41.00     13.250    15.328
   58.18   42.00     13.250    19.815
   58.18   43.00     13.250    14.455
   58.18   44.00      5.929     6.409
   58.18   45.00     -0.341    -0.355
   58.18   46.00      2.975     2.867
   58.18   47.00     -1.493    -1.363
   58.18   48.00      1.435     1.760
   58.18   49.00     -0.985    -0.641
   58.18   50.00     -1.024    -1.007
   58.18   51.00     -1.590    -2.092
   58.18   52.00     -0.648    -1.585
   58.18   53.00      1.627     0.515
   58.18   54.00      5.070     4.004
   58.18   55.00      8.200     7.108
   58.18   56.00      9.905     8.498
   58.18   57.00      6.620     5.122
   58.18   58.00      0.847    -0.396
   58.18   59.00      1.207     0.278
   58.18   60.00      3.830     3.406
   58.18   61.00      8.464     8.852
   58.18   62.00     12.827    13.984
   58.18   63.00      7.190     8.714
   58.18   64.00     -1.264     0.276
   58.18   65.00      1.249     2.550
   58.18   66.00     -0.460     0.222
   58.18   67.00     -2.075    -1.905
   58.18   68.00     -0.366    -0.768
   58.18   69.00     -1.699    -2.300
   58.18   70.00     -2.246    -2.582
   58.18   71.00     -3.677    -3.444
   58.18   72.00     -2.975    -2.307
   58.18   73.00      1.516     2.730
   58.18   74.00      5.651     7.470
   58.18   75.00     12.113    14.081
   58.18   76.00     13.250    16.367
   58.18   77.00      0.596     1.325
   58.18   78.00     -6.151    -6.411
   58.18   79.00     -2.543    -3.688
   58.18   80.00     -5.725    -7.402
   58.18   81.00     -4.965    -6.384
   58.18   82.00     -1.113    -1.341
   58.18   83.00      1.836     3.498
   58.18   84.00      7.392    10.853
   58.18   85.00     13.250    18.395
   58.18   86.00     11.965    16.318
   58.18   87.00     13.021    16.632
   58.18   88.00      6.708    10.786
   58.18   89.00      0.394     3.164
   58.18   90.00      0.288     0.326

Pressure level 50.8145 mbar
pressure latitude     betab     betae
   50.81  -90.00     -3.021   -43.940
   50.81  -89.00     -2.915    -7.196
   50.81  -88.00      4.006     2.137
   50.81  -87.00      3.696     0.423
   50.81  -86.00      3.385     2.968
   50.81  -85.00      1.361     0.971
   50.81  -84.00      2.813     2.809
   50.81  -83.00     -3.230    -3.601
   50.81  -82.00     -2.755    -3.408
   50.81  -81.00     -1.723    -2.398
   50.81  -80.00     -2.825    -3.283
   50.81  -79.00     -1.918    -2.081
   50.81  -78.00     -1.759    -1.437
   50.81  -77.00     -0.961    -0.160
   50.81  -76.00     -1.883    -0.738
   50.81  -75.00     -3.627    -2.552
   50.81  -74.00     -3.975    -3.194
   50.81  -73.00      1.305     2.121
   50.81  -72.00      5.987     6.773
   50.81  -71.00     13.250    15.434
   50.81  -70.00     13.250    17.246
   50.81  -69.00      3.429     3.335
   50.81  -68.00     -1.288    -2.146
   50.81  -67.00      0.428    -1.225
   50.81  -66.00     -3.175    -5.577
   50.81  -65.00     -1.450    -4.366
   50.81  -64.00     -1.830    -4.933
   50.81  -63.00     -0.289    -3.192
   50.81  -62.00      0.993    -1.541
   50.81  -61.00     -1.917    -4.049
   50.81  -60.00     -4.544    -5.889
   50.81  -59.00     -3.225    -3.265
   50.81  -58.00     -1.147     0.374
   50.81  -57.00      8.225    11.269
   50.81  -56.00     13.250    25.876
   50.81  -55.00     13.250    20.720
   50.81  -54.00      8.414    11.811
   50.81  -53.00      8.010    10.161
   50.81  -52.00      3.199     3.732
   50.81  -51.00     -0.486    -1.736
   50.81  -50.00     -1.803    -4.304
   50.81  -49.00     -2.364    -5.302
   50.81  -48.00     -2.787    -5.436
   50.81  -47.00     -2.895    -4.726
   50.81  -46.00      0.190    -0.510
   50.81  -45.00      5.765     6.238
   50.81  -44.00     11.953    13.295
   50.81  -43.00     13.250    18.396
   50.81  -42.00     13.250    17.523
   50.81  -41.00      8.307     9.405
   50.81  -40.00      0.699     1.018
   50.81  -39.00      1.658     1.046
   50.81  -38.00     -0.155    -1.070
   50.81  -37.00      0.180    -0.693
   50.81  -36.00     -0.083    -0.980
   50.81  -35.00      0.204    -0.637
   50.81  -34.00     -0.209    -0.930
   50.81  -33.00      1.583     1.098
   50.81  -32.00      4.077     4.073
   50.81  -31.00      6.524     6.972
   50.81  -30.00      7.306     8.061
   50.81  -29.00      6.271     7.364
   50.81  -28.00      8.617     9.846
   50.81  -27.00      6.117     7.112
   50.81  -26.00      0.273     0.758
   50.81  -25.00     -0.175    -0.128
   50.81  -24.00      2.293     2.282
   50.81  -23.00      4.298     4.452
   50.81  -22.00      5.467     5.830
   50.81  -21.00      4.207     4.749
   50.81  -20.00      4.423     5.112
   50.81  -19.00      5.264     6.030
   50.81  -18.00      7.780     8.464
   50.81  -17.00      9.037     9.535
   50.81  -16.00      9.330     9.472
   50.81  -15.00      5.895     5.655
   50.81  -14.00      5.960     5.442
   50.81  -13.00      5.362     4.654
   50.81  -12.00      6.056     5.301
   50.81  -11.00      5.896     5.250
   50.81  -10.00      6.030     5.625
   50.81   -9.00      7.604     7.511
   50.81   -8.00      8.405     8.493
   50.81   -7.00      4.798     4.871
   50.81   -6.00     -1.251    -1.338
   50.81   -5.00     -2.435    -2.673
   50.81   -4.00     -4.196    -4.487
   50.81   -3.00     -1.827    -2.049
   50.81   -2.00     13.250    13.857
   50.81   -1.00     13.250    26.112
   50.81    0.00     12.857    12.857
   50.81    1.00     13.250    17.321
   50.81    2.00     11.147    11.118
   50.81    3.00     -4.266    -4.296
   50.81    4.00    -13.188   -13.163
   50.81    5.00      6.293     6.517
   50.81    6.00      2.222     2.584
   50.81    7.00      5.919     6.448
   50.81    8.00      9.047     9.631
   50.81    9.00      7.591     8.140
   50.81   10.00      9.417     9.836
   50.81   11.00     10.622    10.897
   50.81   12.00      8.613     8.730
   50.81   13.00      8.391     8.328
   50.81   14.00      8.011     7.907
   50.81   15.00      4.972     4.954
   50.81   16.00      6.877     6.991
   50.81   17.00      6.608     6.911
   50.81   18.00      5.177     5.690
   50.81   19.00      4.497     5.323
   50.81   20.00      4.249     5.372
   50.81   21.00      3.547     4.831
   50.81   22.00      2.957     4.242
   50.81   23.00      3.463     4.584
   50.81   24.00      3.343     4.233
   50.81   25.00      2.908     3.621
   50.81   26.00      2.663     3.415
   50.81   27.00      5.379     6.443
   50.81   28.00      5.602     7.099
   50.81   29.00      5.717     7.609
   50.81   30.00      8.566    10.757
   50.81   31.00      5.622     7.976
   50.81   32.00      2.271     4.639
   50.81   33.00      1.763     3.938
   50.81   34.00     -0.341     1.169
   50.81   35.00     -0.540     0.023
   50.81   36.00     -1.061    -1.188
   50.81   37.00     -1.604    -2.117
   50.81   38.00     -0.514    -1.311
   50.81   39.00      3.131     2.231
   50.81   40.00      9.091     8.700
   50.81   41.00     13.250    15.147
   50.81   42.00     13.250    19.800
   50.81   43.00     13.250    14.543
   50.81   44.00      5.936     6.488
   50.81   45.00     -0.259    -0.275
   50.81   46.00      3.066     2.941
   50.81   47.00     -1.313    -1.163
   50.81   48.00      1.580     1.954
   50.81   49.00     -0.915    -0.520
   50.81   50.00     -1.058    -1.039
   50.81   51.00     -1.604    -2.181
   50.81   52.00     -0.653    -1.728
   50.81   53.00      1.608     0.331
   50.81   54.00      5.048     3.823
   50.81   55.00      8.139     6.883
   50.81   56.00      9.839     8.222
   50.81   57.00      6.592     4.871
   50.81   58.00      0.837    -0.592
   50.81   59.00      1.178     0.109
   50.81   60.00      3.822     3.335
   50.81   61.00      8.499     8.946
   50.81   62.00     12.858    14.190
   50.81   63.00      7.173     8.931
   50.81   64.00     -1.281     0.494
   50.81   65.00      1.233     2.732
   50.81   66.00     -0.455     0.330
   50.81   67.00     -2.083    -1.887
   50.81   68.00     -0.329    -0.792
   50.81   69.00     -1.670    -2.361
   50.81   70.00     -2.210    -2.596
   50.81   71.00     -3.609    -3.341
   50.81   72.00     -2.921    -2.151
   50.81   73.00      1.501     2.901
   50.81   74.00      5.562     7.660
   50.81   75.00     11.977    14.250
   50.81   76.00     13.250    16.527
   50.81   77.00      0.627     1.470
   50.81   78.00     -6.082    -6.382
   50.81   79.00     -2.478    -3.800
   50.81   80.00     -5.628    -7.563
   50.81   81.00     -4.870    -6.506
   50.81   82.00     -1.049    -1.312
   50.81   83.00      1.828     3.744
   50.81   84.00      7.331    11.322
   50.81   85.00     13.250    19.000
   50.81   86.00     11.855    16.904
   50.81   87.00     13.168    17.376
   50.81   88.00      6.421    11.190
   50.81   89.00     -0.326     2.942
   50.81   90.00     -0.432    -0.387
