Cassini CIRS temperature and derived zonal winds  
Latitude is planetocentric, pressure unit is mbar, and wind & uncertainty unit is m/s
Data in each pressure level with varying latitude is saved 

Pressure level 508.1449 mbar
pressure latitude  temperature  wind   wind-uncertainty
   50.81  -17.00     92.783   224.156    14.024
   50.81  -16.00     92.202   232.538    12.810
   50.81  -15.00     91.629   233.838    11.238
   50.81  -14.00     90.900   236.511    14.038
   50.81  -13.00     90.189   244.566    14.927
   50.81  -12.00     89.548   252.076    16.183
   50.81  -11.00     88.924   254.696    20.602
   50.81  -10.00     88.463   258.937    22.132
   50.81   -9.00     88.064   269.036    16.298
   50.81   -8.00     87.873   271.864    24.271
   50.81   -7.00     87.738   265.651    21.107
   50.81   -6.00     87.727   262.124    22.649
   50.81   -5.00     87.747   259.295    39.320
   50.81   -4.00     87.844   252.132    64.043
   50.81   -3.00     87.965   278.217    65.385
   50.81   -2.00     88.110   372.476    66.955
   50.81   -1.00     88.254   393.418    71.827
   50.81    0.00     88.368   390.337    67.873
   50.81    1.00     88.393   394.132    63.920
   50.81    2.00     88.308   377.331    62.059
   50.81    3.00     88.126   280.944    59.355
   50.81    4.00     87.903   269.573    56.620
   50.81    5.00     87.697   297.291    48.687
   50.81    6.00     87.536   311.576    41.521
   50.81    7.00     87.444   326.361    28.686
   50.81    8.00     87.438   333.017    23.500
   50.81    9.00     87.448   334.002    24.222
   50.81   10.00     87.706   339.736    23.481
   50.81   11.00     88.043   338.228    20.590
   50.81   12.00     88.264   326.335    15.301
   50.81   13.00     88.291   317.145    16.815
   50.81   14.00     88.073   293.837    15.714
   50.81   15.00     87.750   272.386    10.622
   50.81   16.00     87.428   257.263    14.867
   50.81   17.00     86.997   238.040    17.522
   50.81   18.00     86.616   213.973    12.031
   50.81   19.00     86.310   191.404    10.264
   50.81   20.00     86.075   170.606    10.573
   50.81   21.00     85.902   148.067    12.589
   50.81   22.00     85.774   131.140     9.059
   50.81   23.00     85.617   116.786     9.760
   50.81   24.00     85.504   103.732    11.173
   50.81   25.00     85.283    88.572     9.828
   50.81   26.00     85.011    80.839     9.301
   50.81   27.00     84.820    78.621     7.312
   50.81   28.00     84.663    67.444     7.699
   50.81   29.00     84.529    65.011     7.090
   50.81   30.00     84.379    62.905     6.933
   50.81   31.00     84.005    44.251     7.461
   50.81   32.00     83.402    26.330     7.232
   50.81   33.00     82.728    11.003     8.351
   50.81   34.00     81.917     2.067     7.006
   50.81   35.00     81.141    -0.697     5.379
   50.81   36.00     80.530     2.139     5.201
   50.81   37.00     80.070     9.847     7.382
   50.81   38.00     79.728    24.718     8.594
   50.81   39.00     79.583    46.558     6.820
   50.81   40.00     79.818    72.786     4.537
   50.81   41.00     80.361   109.687     5.315
   50.81   42.00     80.946   126.815     5.461
   50.81   43.00     81.352   116.306     5.621
   50.81   44.00     81.521    70.345     4.930
   50.81   45.00     81.469    49.303     7.327
   50.81   46.00     81.263    29.775     4.755
   50.81   47.00     81.015    21.339     5.432
   50.81   48.00     80.729    13.332     5.480
   50.81   49.00     80.447     5.937     6.755
   50.81   50.00     80.188     1.628     6.335
   50.81   51.00     79.888     4.303     4.192
   50.81   52.00     79.712    13.106     4.049
   50.81   53.00     79.642    27.396     4.636
   50.81   54.00     79.585    45.297     4.013
   50.81   55.00     79.664    66.286     3.798
   50.81   56.00     79.828    83.272     4.711
   50.81   57.00     80.095    80.181     4.524
   50.81   58.00     80.381    66.672     3.577
   50.81   59.00     80.594    58.196     4.763
   50.81   60.00     80.724    62.204     4.255
   50.81   61.00     80.834    82.466     4.620
   50.81   62.00     80.977    95.404     3.485
   50.81   63.00     81.202    64.085     3.993
   50.81   64.00     81.282    33.752     4.496
   50.81   65.00     81.131    21.259     3.224
   50.81   66.00     80.848     6.812     3.640
   50.81   67.00     80.448    -0.907     3.971
   50.81   68.00     80.134    -5.648     4.721
   50.81   69.00     79.895   -10.119     6.658
   50.81   70.00     79.691   -10.222     4.400
   50.81   71.00     79.483    -6.405     4.762
   50.81   72.00     79.403     1.219     4.715
   50.81   73.00     79.456    12.745     4.461
   50.81   74.00     79.650    31.391     4.837
   50.81   75.00     79.941    71.643     4.970
   50.81   76.00     80.209    78.148     4.639
   50.81   77.00     80.248    36.574     5.359
   50.81   78.00     80.051    14.723     4.033
   50.81   79.00     79.814    11.065     4.683
   50.81   80.00     79.489    11.779     4.250
   50.81   81.00     79.116    22.747     4.333
   50.81   82.00     78.802    33.019     4.544
   50.81   83.00     78.738    41.413     5.327
   50.81   84.00     78.850    65.396     4.125
   50.81   85.00     79.305    95.391     4.136
   50.81   86.00     80.402    87.037     3.802
   50.81   87.00     81.212    43.966     4.490
   50.81   88.00     82.476    14.871     4.479
   50.81   89.00     84.266     7.235     3.895
   50.81   90.00     86.154    -0.010     4.843
