Brunt-Väisälä frequency (N), vertical shear of zonal wind (dUdz), and Richardson number (Ri) 
Latitude is planetocentric and pressure unit is mbar
N unit is 1e-3 1/s, dUdz unit is 1e-3 1/s, and Ri is unitless 
Data in each pressure level with varying latitude is saved 

Pressure level 508.1449 mbar
pressure latitude       N       dUdz       Ri
  131.14  -70.00     11.694    -0.043   984.134
  131.14  -69.00     11.667    -0.041   979.597
  131.14  -68.00     11.607    -0.040   969.526
  131.14  -67.00     11.523    -0.045   955.690
  131.14  -66.00     11.415    -0.047   937.793
  131.14  -65.00     11.286    -0.042   916.773
  131.14  -64.00     11.139    -0.030   893.053
  131.14  -63.00     10.977    -0.013   867.229
  131.14  -62.00     10.810    -0.001   840.975
  131.14  -61.00     10.644     0.002   815.448
  131.14  -60.00     10.476     0.004   789.877
  131.14  -59.00     10.345     0.009   770.198
  131.14  -58.00     10.289     0.011   761.937
  131.14  -57.00     10.334     0.010   768.600
  131.14  -56.00     10.463    -0.000   787.842
  131.14  -55.00     10.611    -0.007   810.329
  131.14  -54.00     10.707    -0.005   825.080
  131.14  -53.00     10.720     0.002   827.068
  131.14  -52.00     10.655     0.011   816.999
  131.14  -51.00     10.530     0.014   797.969
  131.14  -50.00     10.356     0.019   771.924
  131.14  -49.00     10.150     0.019   741.524
  131.14  -48.00      9.938     0.006   710.811
  131.14  -47.00      9.756    -0.003   684.951
  131.14  -46.00      9.626    -0.001   666.893
  131.14  -45.00      9.572    -0.000   659.436
  131.14  -44.00      9.582    -0.005   660.742
  131.14  -43.00      9.610    -0.012   664.690
  131.14  -42.00      9.631    -0.022   667.514
  131.14  -41.00      9.628    -0.024   667.186
  131.14  -40.00      9.591    -0.019   662.010
  131.14  -39.00      9.522    -0.016   652.499
  131.14  -38.00      9.441    -0.002   641.480
  131.14  -37.00      9.363     0.017   630.924
  131.14  -36.00      9.285     0.029   620.468
  131.14  -35.00      9.212     0.026   610.806
  131.14  -34.00      9.145     0.011   601.960
  131.14  -33.00      9.087    -0.001   594.245
  131.14  -32.00      9.052     0.001   589.748
  131.14  -31.00      9.052     0.001   589.727
  131.14  -30.00      9.075    -0.004   592.676
  131.14  -29.00      9.118     0.013   598.410
  131.14  -28.00      9.172     0.038   605.431
  131.14  -27.00      9.212     0.056   610.739
  131.14  -26.00      9.220     0.076   611.844
  131.14  -25.00      9.184     0.111   606.991
  131.14  -24.00      9.121     0.159   598.685
  131.14  -23.00      9.048     0.215   589.255
  131.14  -22.00      8.967     0.270   578.685
  131.14  -21.00      8.874     0.320   566.784
  131.14  -20.00      8.772     0.374   550.999
  131.14  -19.00      8.655     0.430   405.938
  131.14  -18.00      8.515     0.455   350.385
  131.14  -17.00      8.350     0.433   372.260
  131.14  -16.00      8.175     0.298   481.013
  131.14  -15.00      8.016     0.093   462.424
  131.14  -14.00      7.894    -0.119   448.504
  131.14  -13.00      7.825    -0.355   440.626
  131.14  -12.00      7.821    -0.643   147.798
  131.14  -11.00      7.897    -0.946    69.651
  131.14  -10.00      8.051    -1.212    44.101
  131.14   -9.00      8.272    -1.385    35.669
  131.14   -8.00      8.532    -1.451    34.559
  131.14   -7.00      8.783    -1.433    37.580
  131.14   -6.00      9.003    -1.360    43.809
  131.14   -5.00      9.173    -1.029    79.484
  131.14   -4.00      9.290    -0.656   200.703
  131.14   -3.00      9.364    -0.221   631.063
  131.14   -2.00      9.403     0.320   636.361
  131.14   -1.00      9.421     0.640   216.552
  131.14    0.00      9.421     0.383   605.396
  131.14    1.00      9.403     0.728   166.622
  131.14    2.00      9.363     0.525   318.448
  131.14    3.00      9.292     0.128   621.380
  131.14    4.00      9.186    -0.443   429.438
  131.14    5.00      9.041    -0.389   539.393
  131.14    6.00      8.856    -0.623   202.025
  131.14    7.00      8.639    -0.590   214.274
  131.14    8.00      8.413    -0.503   280.098
  131.14    9.00      8.213    -0.351   485.468
  131.14   10.00      8.071    -0.172   468.877
  131.14   11.00      8.022     0.019   463.128
  131.14   12.00      8.070     0.201   468.699
  131.14   13.00      8.195     0.347   483.317
  131.14   14.00      8.370     0.485   297.708
  131.14   15.00      8.581     0.576   221.903
  131.14   16.00      8.785     0.588   223.394
  131.14   17.00      8.976     0.552   264.309
  131.14   18.00      9.132     0.479   364.028
  131.14   19.00      9.245     0.433   455.621
  131.14   20.00      9.324     0.407   524.252
  131.14   21.00      9.385     0.384   598.447
  131.14   22.00      9.439     0.356   641.182
  131.14   23.00      9.498     0.311   649.318
  131.14   24.00      9.572     0.248   659.427
  131.14   25.00      9.651     0.185   670.343
  131.14   26.00      9.719     0.142   679.879
  131.14   27.00      9.758     0.123   685.307
  131.14   28.00      9.768     0.130   686.754
  131.14   29.00      9.757     0.152   685.106
  131.14   30.00      9.736     0.194   682.182
  131.14   31.00      9.724     0.254   680.522
  131.14   32.00      9.743     0.302   683.208
  131.14   33.00      9.799     0.327   691.019
  131.14   34.00      9.869     0.307   700.973
  131.14   35.00      9.939     0.245   710.976
  131.14   36.00     10.008     0.175   720.817
  131.14   37.00     10.069     0.099   729.689
  131.14   38.00     10.133     0.011   739.030
  131.14   39.00     10.192    -0.078   747.664
  131.14   40.00     10.229    -0.132   753.014
  131.14   41.00     10.234    -0.136   753.763
  131.14   42.00     10.206    -0.094   749.724
  131.14   43.00     10.177    -0.024   745.393
  131.14   44.00     10.182     0.036   746.079
  131.14   45.00     10.221     0.075   751.896
  131.14   46.00     10.281     0.098   760.658
  131.14   47.00     10.344     0.117   770.126
  131.14   48.00     10.403     0.120   778.937
  131.14   49.00     10.470     0.115   788.927
  131.14   50.00     10.551     0.085   801.205
  131.14   51.00     10.638     0.041   814.516
  131.14   52.00     10.722    -0.001   827.316
  131.14   53.00     10.782    -0.041   836.642
  131.14   54.00     10.816    -0.076   842.032
  131.14   55.00     10.843    -0.104   846.198
  131.14   56.00     10.880    -0.127   851.996
  131.14   57.00     10.936    -0.128   860.677
  131.14   58.00     10.990    -0.114   869.246
  131.14   59.00     11.028    -0.106   875.294
  131.14   60.00     11.031    -0.091   875.836
  131.14   61.00     11.004    -0.055   871.470
  131.14   62.00     10.963    -0.008   865.051
  131.14   63.00     10.934     0.042   860.368
  131.14   64.00     10.946     0.088   862.306
  131.14   65.00     11.015     0.115   873.289
  131.14   66.00     11.104     0.116   887.366
  131.14   67.00     11.181     0.108   899.686
  131.14   68.00     11.224     0.085   906.666
  131.14   69.00     11.237     0.059   908.772
  131.14   70.00     11.233     0.039   908.063
  131.14   71.00     11.217     0.032   905.596
  131.14   72.00     11.201     0.021   902.920
  131.14   73.00     11.178     0.009   899.252
  131.14   74.00     11.126     0.003   890.919
  131.14   75.00     11.051    -0.001   878.872
  131.14   76.00     10.976    -0.001   866.994
  131.14   77.00     10.925    -0.002   858.998
  131.14   78.00     10.910    -0.007   856.640
  131.14   79.00     10.947    -0.015   862.468
  131.14   80.00     11.016    -0.022   873.372
  131.14   81.00     11.088    -0.020   884.854
  131.14   82.00     11.160    -0.009   896.387
  131.14   83.00     11.193     0.011   901.712
  131.14   84.00     11.159     0.029   896.124
  131.14   85.00     11.134     0.030   892.227
  131.14   86.00     11.088     0.019   884.826
  131.14   87.00     11.025     0.009   874.858
  131.14   88.00     10.976    -0.005   867.032
  131.14   89.00     10.869     0.026   850.184
  131.14   90.00     10.751     0.000   831.849

Pressure level 114.5378 mbar
pressure latitude       N       dUdz       Ri
  114.54  -90.00     12.224    -0.320  1075.490
  114.54  -89.00     12.277    -0.320  1084.760
  114.54  -88.00     12.329    -0.163  1094.045
  114.54  -87.00     12.324    -0.129  1093.073
  114.54  -86.00     12.340    -0.126  1095.902
  114.54  -85.00     12.348    -0.123  1097.383
  114.54  -84.00     12.353    -0.101  1098.196
  114.54  -83.00     12.353    -0.080  1098.213
  114.54  -82.00     12.330    -0.059  1094.146
  114.54  -81.00     12.294    -0.040  1087.776
  114.54  -80.00     12.253    -0.021  1080.618
  114.54  -79.00     12.236    -0.001  1077.559
  114.54  -78.00     12.248     0.025  1079.643
  114.54  -77.00     12.255     0.057  1080.839
  114.54  -76.00     12.259     0.080  1081.536
  114.54  -75.00     12.246     0.070  1079.391
  114.54  -74.00     12.214     0.029  1073.665
  114.54  -73.00     12.179    -0.003  1067.518
  114.54  -72.00     12.160    -0.032  1064.132
  114.54  -71.00     12.128    -0.042  1058.545
  114.54  -70.00     12.082    -0.045  1050.555
  114.54  -69.00     12.011    -0.050  1038.249
  114.54  -68.00     11.923    -0.058  1023.063
  114.54  -67.00     11.833    -0.073  1007.732
  114.54  -66.00     11.739    -0.087   991.797
  114.54  -65.00     11.635    -0.093   974.243
  114.54  -64.00     11.514    -0.087   954.209
  114.54  -63.00     11.380    -0.070   932.013
  114.54  -62.00     11.245    -0.054   909.994
  114.54  -61.00     11.120    -0.047   889.874
  114.54  -60.00     10.995    -0.033   870.041
  114.54  -59.00     10.894    -0.005   854.136
  114.54  -58.00     10.836     0.027   845.015
  114.54  -57.00     10.838     0.053   845.341
  114.54  -56.00     10.891     0.058   853.687
  114.54  -55.00     10.959     0.049   864.362
  114.54  -54.00     10.999     0.035   870.689
  114.54  -53.00     10.987     0.023   868.747
  114.54  -52.00     10.918     0.009   857.881
  114.54  -51.00     10.809    -0.012   840.921
  114.54  -50.00     10.671    -0.027   819.606
  114.54  -49.00     10.517    -0.036   795.983
  114.54  -48.00     10.365    -0.048   773.226
  114.54  -47.00     10.237    -0.046   754.162
  114.54  -46.00     10.136    -0.024   739.345
  114.54  -45.00     10.073    -0.001   730.310
  114.54  -44.00     10.043     0.012   725.941
  114.54  -43.00     10.016     0.010   722.004
  114.54  -42.00      9.976    -0.002   716.266
  114.54  -41.00      9.917    -0.012   707.758
  114.54  -40.00      9.835    -0.018   696.161
  114.54  -39.00      9.752    -0.024   684.445
  114.54  -38.00      9.691    -0.012   675.913
  114.54  -37.00      9.652     0.009   670.466
  114.54  -36.00      9.624     0.021   666.603
  114.54  -35.00      9.604     0.022   663.815
  114.54  -34.00      9.590     0.014   661.913
  114.54  -33.00      9.586     0.010   661.316
  114.54  -32.00      9.593     0.023   662.298
  114.54  -31.00      9.607     0.035   664.264
  114.54  -30.00      9.621     0.039   666.233
  114.54  -29.00      9.639     0.065   668.724
  114.54  -28.00      9.653     0.089   670.579
  114.54  -27.00      9.654     0.094   670.808
  114.54  -26.00      9.638     0.089   668.478
  114.54  -25.00      9.596     0.098   662.739
  114.54  -24.00      9.538     0.135   654.716
  114.54  -23.00      9.474     0.187   645.976
  114.54  -22.00      9.400     0.240   635.884
  114.54  -21.00      9.311     0.283   623.884
  114.54  -20.00      9.207     0.324   610.052
  114.54  -19.00      9.079     0.359   593.216
  114.54  -18.00      8.919     0.359   572.575
  114.54  -17.00      8.729     0.320   548.343
  114.54  -16.00      8.523     0.188   522.747
  114.54  -15.00      8.331     0.004   499.477
  114.54  -14.00      8.171    -0.172   480.530
  114.54  -13.00      8.056    -0.354   467.130
  114.54  -12.00      8.008    -0.567   199.817
  114.54  -11.00      8.042    -0.777   107.004
  114.54  -10.00      8.159    -0.941    75.113
  114.54   -9.00      8.347    -1.007    68.767
  114.54   -8.00      8.573    -0.990    75.014
  114.54   -7.00      8.790    -0.939    87.676
  114.54   -6.00      8.975    -0.889   102.016
  114.54   -5.00      9.114    -0.675   182.164
  114.54   -4.00      9.205    -0.479   368.813
  114.54   -3.00      9.263    -0.232   617.573
  114.54   -2.00      9.297     0.140   622.116
  114.54   -1.00      9.322     0.432   465.846
  114.54    0.00      9.339     0.312   627.695
  114.54    1.00      9.347     0.730   164.055
  114.54    2.00      9.339     0.677   190.115
  114.54    3.00      9.310     0.467   396.679
  114.54    4.00      9.252     0.005   616.099
  114.54    5.00      9.162     0.121   604.150
  114.54    6.00      9.035    -0.090   587.558
  114.54    7.00      8.880    -0.109   567.500
  114.54    8.00      8.716    -0.108   546.806
  114.54    9.00      8.575    -0.070   529.231
  114.54   10.00      8.486    -0.013   518.294
  114.54   11.00      8.472     0.071   516.601
  114.54   12.00      8.526     0.163   523.221
  114.54   13.00      8.635     0.237   536.633
  114.54   14.00      8.777     0.338   554.397
  114.54   15.00      8.943     0.423   447.246
  114.54   16.00      9.110     0.453   404.123
  114.54   17.00      9.267     0.451   421.904
  114.54   18.00      9.403     0.415   514.448
  114.54   19.00      9.511     0.398   569.715
  114.54   20.00      9.594     0.390   604.202
  114.54   21.00      9.662     0.374   666.599
  114.54   22.00      9.724     0.349   680.468
  114.54   23.00      9.788     0.306   689.476
  114.54   24.00      9.861     0.248   699.881
  114.54   25.00      9.937     0.193   710.608
  114.54   26.00     10.000     0.161   719.728
  114.54   27.00     10.043     0.154   725.931
  114.54   28.00     10.068     0.171   729.551
  114.54   29.00     10.079     0.199   731.141
  114.54   30.00     10.084     0.240   731.861
  114.54   31.00     10.093     0.291   733.131
  114.54   32.00     10.117     0.330   736.667
  114.54   33.00     10.162     0.345   743.176
  114.54   34.00     10.215     0.312   751.029
  114.54   35.00     10.270     0.240   759.066
  114.54   36.00     10.326     0.165   767.359
  114.54   37.00     10.380     0.086   775.381
  114.54   38.00     10.440    -0.002   784.359
  114.54   39.00     10.502    -0.086   793.764
  114.54   40.00     10.557    -0.127   802.097
  114.54   41.00     10.596    -0.116   808.097
  114.54   42.00     10.613    -0.067   810.628
  114.54   43.00     10.623    -0.007   812.218
  114.54   44.00     10.652     0.035   816.546
  114.54   45.00     10.700     0.062   823.992
  114.54   46.00     10.762     0.084   833.602
  114.54   47.00     10.829     0.108   843.979
  114.54   48.00     10.891     0.116   853.744
  114.54   49.00     10.957     0.110   864.080
  114.54   50.00     11.030     0.077   875.569
  114.54   51.00     11.102     0.030   887.113
  114.54   52.00     11.172    -0.013   898.322
  114.54   53.00     11.227    -0.052   907.184
  114.54   54.00     11.263    -0.083   912.906
  114.54   55.00     11.291    -0.111   917.598
  114.54   56.00     11.323    -0.136   922.667
  114.54   57.00     11.360    -0.137   928.809
  114.54   58.00     11.396    -0.119   934.616
  114.54   59.00     11.415    -0.105   937.730
  114.54   60.00     11.409    -0.085   936.829
  114.54   61.00     11.392    -0.044   933.963
  114.54   62.00     11.382     0.007   932.368
  114.54   63.00     11.397     0.057   934.843
  114.54   64.00     11.448     0.097   943.301
  114.54   65.00     11.536     0.116   957.780
  114.54   66.00     11.632     0.108   973.762
  114.54   67.00     11.712     0.094   987.253
  114.54   68.00     11.759     0.068   995.167
  114.54   69.00     11.782     0.045   999.059
  114.54   70.00     11.788     0.033  1000.166
  114.54   71.00     11.793     0.033  1000.920
  114.54   72.00     11.805     0.029  1002.903
  114.54   73.00     11.822     0.025  1005.804
  114.54   74.00     11.821     0.028  1005.656
  114.54   75.00     11.800     0.028  1002.113
  114.54   76.00     11.770     0.024   996.980
  114.54   77.00     11.744     0.014   992.711
  114.54   78.00     11.734    -0.005   990.978
  114.54   79.00     11.751    -0.024   993.841
  114.54   80.00     11.783    -0.037   999.229
  114.54   81.00     11.818    -0.032  1005.215
  114.54   82.00     11.858    -0.009  1012.021
  114.54   83.00     11.884     0.027  1016.432
  114.54   84.00     11.878     0.062  1015.463
  114.54   85.00     11.870     0.078  1014.062
  114.54   86.00     11.855     0.079  1011.410
  114.54   87.00     11.837     0.073  1008.471
  114.54   88.00     11.814     0.082  1004.569
  114.54   89.00     11.806     0.108  1003.166
  114.54   90.00     11.799     0.002  1001.903

Pressure level 100.025 mbar
pressure latitude       N       dUdz       Ri
  100.03  -90.00     12.895    -0.342  1196.740
  100.03  -89.00     13.014    -0.342  1218.973
  100.03  -88.00     13.116    -0.172  1238.140
  100.03  -87.00     13.091    -0.123  1233.469
  100.03  -86.00     13.112    -0.114  1237.398
  100.03  -85.00     13.114    -0.109  1237.798
  100.03  -84.00     13.112    -0.094  1237.313
  100.03  -83.00     13.106    -0.085  1236.229
  100.03  -82.00     13.076    -0.073  1230.588
  100.03  -81.00     13.047    -0.057  1225.102
  100.03  -80.00     13.019    -0.033  1219.899
  100.03  -79.00     13.016    -0.007  1219.379
  100.03  -78.00     13.039     0.027  1223.537
  100.03  -77.00     13.043     0.060  1224.399
  100.03  -76.00     13.028     0.079  1221.477
  100.03  -75.00     12.986     0.065  1213.620
  100.03  -74.00     12.915     0.025  1200.390
  100.03  -73.00     12.831    -0.000  1184.916
  100.03  -72.00     12.769    -0.023  1173.384
  100.03  -71.00     12.680    -0.035  1157.118
  100.03  -70.00     12.583    -0.044  1139.476
  100.03  -69.00     12.473    -0.059  1119.609
  100.03  -68.00     12.368    -0.073  1100.994
  100.03  -67.00     12.287    -0.092  1086.471
  100.03  -66.00     12.223    -0.113  1075.180
  100.03  -65.00     12.160    -0.128  1064.273
  100.03  -64.00     12.088    -0.129  1051.583
  100.03  -63.00     12.002    -0.115  1036.742
  100.03  -62.00     11.916    -0.096  1021.879
  100.03  -61.00     11.839    -0.084  1008.833
  100.03  -60.00     11.761    -0.060   995.563
  100.03  -59.00     11.685    -0.014   982.715
  100.03  -58.00     11.609     0.040   969.942
  100.03  -57.00     11.543     0.086   959.023
  100.03  -56.00     11.491     0.102   950.288
  100.03  -55.00     11.448     0.091   943.168
  100.03  -54.00     11.408     0.065   936.603
  100.03  -53.00     11.357     0.037   928.209
  100.03  -52.00     11.280     0.005   915.702
  100.03  -51.00     11.191    -0.030   901.359
  100.03  -50.00     11.097    -0.055   886.244
  100.03  -49.00     11.004    -0.067   871.435
  100.03  -48.00     10.922    -0.076   858.562
  100.03  -47.00     10.852    -0.069   847.540
  100.03  -46.00     10.781    -0.043   836.442
  100.03  -45.00     10.707    -0.013   825.108
  100.03  -44.00     10.632     0.005   813.570
  100.03  -43.00     10.547     0.003   800.626
  100.03  -42.00     10.450    -0.012   785.972
  100.03  -41.00     10.342    -0.025   769.710
  100.03  -40.00     10.227    -0.030   752.822
  100.03  -39.00     10.139    -0.030   739.907
  100.03  -38.00     10.098    -0.008   733.938
  100.03  -37.00     10.091     0.019   732.929
  100.03  -36.00     10.104     0.036   734.728
  100.03  -35.00     10.127     0.045   738.041
  100.03  -34.00     10.158     0.044   742.625
  100.03  -33.00     10.198     0.043   748.524
  100.03  -32.00     10.235     0.059   753.924
  100.03  -31.00     10.253     0.071   756.552
  100.03  -30.00     10.247     0.078   755.710
  100.03  -29.00     10.228     0.103   752.879
  100.03  -28.00     10.192     0.123   747.582
  100.03  -27.00     10.148     0.120   741.160
  100.03  -26.00     10.103     0.101   734.635
  100.03  -25.00     10.060     0.094   728.308
  100.03  -24.00     10.012     0.122   721.388
  100.03  -23.00      9.961     0.171   714.053
  100.03  -22.00      9.900     0.217   705.328
  100.03  -21.00      9.823     0.250   694.406
  100.03  -20.00      9.728     0.271   681.046
  100.03  -19.00      9.601     0.278   663.471
  100.03  -18.00      9.440     0.244   641.394
  100.03  -17.00      9.245     0.179   615.104
  100.03  -16.00      9.032     0.045   587.100
  100.03  -15.00      8.833    -0.117   561.543
  100.03  -14.00      8.660    -0.264   539.732
  100.03  -13.00      8.523    -0.404   446.004
  100.03  -12.00      8.449    -0.542   242.823
  100.03  -11.00      8.447    -0.657   165.538
  100.03  -10.00      8.516    -0.707   145.058
  100.03   -9.00      8.643    -0.658   172.373
  100.03   -8.00      8.797    -0.562   244.688
  100.03   -7.00      8.948    -0.483   342.883
  100.03   -6.00      9.075    -0.442   420.735
  100.03   -5.00      9.168    -0.328   604.867
  100.03   -4.00      9.227    -0.264   612.751
  100.03   -3.00      9.267    -0.160   618.126
  100.03   -2.00      9.296     0.063   622.000
  100.03   -1.00      9.326     0.308   625.919
  100.03    0.00      9.355     0.318   629.828
  100.03    1.00      9.381     0.723   168.550
  100.03    2.00      9.397     0.808   135.352
  100.03    3.00      9.400     0.731   165.430
  100.03    4.00      9.386     0.398   555.656
  100.03    5.00      9.352     0.531   310.384
  100.03    6.00      9.296     0.367   621.905
  100.03    7.00      9.223     0.301   612.243
  100.03    8.00      9.151     0.234   602.658
  100.03    9.00      9.098     0.176   595.723
  100.03   10.00      9.084     0.127   593.858
  100.03   11.00      9.116     0.115   598.032
  100.03   12.00      9.175     0.123   605.831
  100.03   13.00      9.255     0.133   616.491
  100.03   14.00      9.345     0.201   628.451
  100.03   15.00      9.444     0.283   641.867
  100.03   16.00      9.547     0.332   656.036
  100.03   17.00      9.649     0.362   670.025
  100.03   18.00      9.746     0.358   683.594
  100.03   19.00      9.838     0.364   696.560
  100.03   20.00      9.916     0.365   707.724
  100.03   21.00      9.988     0.352   717.987
  100.03   22.00     10.057     0.328   727.973
  100.03   23.00     10.123     0.291   737.523
  100.03   24.00     10.191     0.245   747.487
  100.03   25.00     10.256     0.202   757.096
  100.03   26.00     10.311     0.179   765.141
  100.03   27.00     10.358     0.181   772.180
  100.03   28.00     10.401     0.203   778.659
  100.03   29.00     10.442     0.235   784.718
  100.03   30.00     10.481     0.277   790.653
  100.03   31.00     10.519     0.324   796.315
  100.03   32.00     10.552     0.358   801.428
  100.03   33.00     10.584     0.369   806.293
  100.03   34.00     10.617     0.328   811.187
  100.03   35.00     10.650     0.248   816.326
  100.03   36.00     10.689     0.168   822.248
  100.03   37.00     10.732     0.084   828.954
  100.03   38.00     10.785    -0.008   837.198
  100.03   39.00     10.849    -0.091   847.104
  100.03   40.00     10.922    -0.127   858.489
  100.03   41.00     10.997    -0.107   870.391
  100.03   42.00     11.063    -0.055   880.895
  100.03   43.00     11.120    -0.002   889.963
  100.03   44.00     11.174     0.028   898.651
  100.03   45.00     11.229     0.050   907.404
  100.03   46.00     11.287     0.075   916.842
  100.03   47.00     11.350     0.106   927.080
  100.03   48.00     11.412     0.117   937.293
  100.03   49.00     11.475     0.108   947.678
  100.03   50.00     11.538     0.071   958.050
  100.03   51.00     11.595     0.023   967.530
  100.03   52.00     11.650    -0.020   976.784
  100.03   53.00     11.700    -0.057   985.159
  100.03   54.00     11.738    -0.084   991.641
  100.03   55.00     11.772    -0.110   997.451
  100.03   56.00     11.802    -0.134  1002.482
  100.03   57.00     11.826    -0.135  1006.557
  100.03   58.00     11.847    -0.116  1010.131
  100.03   59.00     11.855    -0.099  1011.507
  100.03   60.00     11.855    -0.074  1011.469
  100.03   61.00     11.864    -0.031  1013.076
  100.03   62.00     11.899     0.019  1019.087
  100.03   63.00     11.965     0.062  1030.255
  100.03   64.00     12.047     0.093  1044.572
  100.03   65.00     12.135     0.104  1059.829
  100.03   66.00     12.219     0.090  1074.469
  100.03   67.00     12.285     0.075  1086.252
  100.03   68.00     12.327     0.050  1093.642
  100.03   69.00     12.358     0.033  1099.061
  100.03   70.00     12.378     0.030  1102.620
  100.03   71.00     12.405     0.037  1107.579
  100.03   72.00     12.447     0.036  1115.088
  100.03   73.00     12.504     0.036  1125.223
  100.03   74.00     12.556     0.043  1134.628
  100.03   75.00     12.594     0.046  1141.544
  100.03   76.00     12.613     0.041  1144.992
  100.03   77.00     12.615     0.027  1145.290
  100.03   78.00     12.606     0.002  1143.633
  100.03   79.00     12.594    -0.023  1141.594
  100.03   80.00     12.580    -0.039  1139.064
  100.03   81.00     12.572    -0.034  1137.568
  100.03   82.00     12.576    -0.009  1138.262
  100.03   83.00     12.597     0.033  1142.133
  100.03   84.00     12.632     0.074  1148.415
  100.03   85.00     12.644     0.098  1150.538
  100.03   86.00     12.664     0.107  1154.168
  100.03   87.00     12.695     0.107  1159.953
  100.03   88.00     12.705     0.132  1161.803
  100.03   89.00     12.792     0.154  1177.696
  100.03   90.00     12.890     0.003  1195.715

Pressure level 87.3543 mbar
pressure latitude       N       dUdz       Ri
   87.35  -90.00     13.629    -0.308  1336.940
   87.35  -89.00     13.765    -0.308  1363.638
   87.35  -88.00     13.870    -0.153  1384.589
   87.35  -87.00     13.836    -0.109  1377.849
   87.35  -86.00     13.852    -0.103  1380.971
   87.35  -85.00     13.846    -0.102  1379.757
   87.35  -84.00     13.836    -0.093  1377.716
   87.35  -83.00     13.825    -0.090  1375.493
   87.35  -82.00     13.788    -0.082  1368.209
   87.35  -81.00     13.765    -0.066  1363.625
   87.35  -80.00     13.749    -0.039  1360.543
   87.35  -79.00     13.755    -0.008  1361.754
   87.35  -78.00     13.779     0.026  1366.418
   87.35  -77.00     13.779     0.052  1366.426
   87.35  -76.00     13.747     0.061  1360.192
   87.35  -75.00     13.684     0.040  1347.706
   87.35  -74.00     13.588     0.007  1328.821
   87.35  -73.00     13.465    -0.005  1304.960
   87.35  -72.00     13.358    -0.019  1284.136
   87.35  -71.00     13.216    -0.029  1257.032
   87.35  -70.00     13.075    -0.048  1230.370
   87.35  -69.00     12.938    -0.070  1204.769
   87.35  -68.00     12.830    -0.085  1184.724
   87.35  -67.00     12.761    -0.099  1172.019
   87.35  -66.00     12.725    -0.118  1165.381
   87.35  -65.00     12.701    -0.137  1160.916
   87.35  -64.00     12.672    -0.145  1155.732
   87.35  -63.00     12.634    -0.135  1148.833
   87.35  -62.00     12.594    -0.117  1141.566
   87.35  -61.00     12.561    -0.102  1135.505
   87.35  -60.00     12.523    -0.074  1128.642
   87.35  -59.00     12.467    -0.022  1118.569
   87.35  -58.00     12.374     0.040  1101.936
   87.35  -57.00     12.247     0.093  1079.411
   87.35  -56.00     12.097     0.115  1053.174
   87.35  -55.00     11.950     0.104  1027.830
   87.35  -54.00     11.833     0.073  1007.789
   87.35  -53.00     11.742     0.037   992.315
   87.35  -52.00     11.657    -0.001   978.007
   87.35  -51.00     11.589    -0.038   966.561
   87.35  -50.00     11.538    -0.061   958.180
   87.35  -49.00     11.507    -0.069   952.967
   87.35  -48.00     11.492    -0.073   950.533
   87.35  -47.00     11.474    -0.070   947.551
   87.35  -46.00     11.428    -0.054   939.872
   87.35  -45.00     11.341    -0.034   925.654
   87.35  -44.00     11.221    -0.024   906.262
   87.35  -43.00     11.084    -0.032   884.197
   87.35  -42.00     10.939    -0.050   861.206
   87.35  -41.00     10.792    -0.060   838.202
   87.35  -40.00     10.656    -0.052   817.228
   87.35  -39.00     10.567    -0.032   803.661
   87.35  -38.00     10.541     0.007   799.761
   87.35  -37.00     10.558     0.046   802.195
   87.35  -36.00     10.599     0.074   808.439
   87.35  -35.00     10.652     0.094   816.601
   87.35  -34.00     10.715     0.099   826.247
   87.35  -33.00     10.782     0.098   836.681
   87.35  -32.00     10.831     0.104   844.335
   87.35  -31.00     10.842     0.105   845.947
   87.35  -30.00     10.811     0.103   841.220
   87.35  -29.00     10.755     0.121   832.456
   87.35  -28.00     10.674     0.134   819.987
   87.35  -27.00     10.590     0.128   807.155
   87.35  -26.00     10.520     0.111   796.562
   87.35  -25.00     10.473     0.103   789.465
   87.35  -24.00     10.434     0.128   783.462
   87.35  -23.00     10.392     0.173   777.302
   87.35  -22.00     10.342     0.211   769.771
   87.35  -21.00     10.276     0.228   759.980
   87.35  -20.00     10.191     0.223   747.468
   87.35  -19.00     10.073     0.195   730.244
   87.35  -18.00      9.923     0.122   708.595
   87.35  -17.00      9.741     0.023   682.923
   87.35  -16.00      9.544    -0.114   655.618
   87.35  -15.00      9.360    -0.256   630.573
   87.35  -14.00      9.195    -0.384   573.974
   87.35  -13.00      9.060    -0.490   342.072
   87.35  -12.00      8.978    -0.565   252.865
   87.35  -11.00      8.952    -0.592   228.775
   87.35  -10.00      8.979    -0.538   278.223
   87.35   -9.00      9.042    -0.390   536.515
   87.35   -8.00      9.117    -0.229   598.224
   87.35   -7.00      9.192    -0.121   608.069
   87.35   -6.00      9.255    -0.050   616.451
   87.35   -5.00      9.300     0.033   622.512
   87.35   -4.00      9.332     0.062   626.780
   87.35   -3.00      9.359     0.112   630.445
   87.35   -2.00      9.386     0.225   634.051
   87.35   -1.00      9.417     0.368   638.267
   87.35    0.00      9.450     0.485   379.864
   87.35    1.00      9.481     0.819   134.027
   87.35    2.00      9.507     1.020    86.826
   87.35    3.00      9.530     0.999    90.967
   87.35    4.00      9.548     0.761   157.348
